age,gender,employment_status,annual_income,usage_per_month,top_genre,num_of_days_active
48,Male,Employed full-time,22950,502,Pop,209
33,Prefer not to say,Employed full-time,32650,2337,Pop,186
50,Female,Employed full-time,40700,20,Pop,233
38,Female,Employed full-time,20500,131,Country,192
27,Male,Employed full-time,39000,2401,Rock,225
40,Female,Employed full-time,26600,678,Pop,132
39,Male,Employed full-time,15950,823,Country,162
28,Male,Employed full-time,7850,2457,Country,249
22,Female,Student,25450,19,Pop,229
21,Female,Employed full-time,53600,2418,Rock,123
25,Male,Student,24700,1807,Pop,114
26,Female,Employed full-time,15000,770,Jazz,116
16,Prefer not to say,Unemployed,25700,302,Rock,118
35,Male,Employed full-time,26750,445,Pop,256
27,Male,Employed full-time,143950,1989,Pop,146
31,Male,Employed full-time,27250,219,Rock,283
25,Male,Employed full-time,27300,410,Country,192
35,Male,Employed full-time,54700,1100,Pop,146
50,Male,Employed full-time,104550,2597,Pop,119
28,Male,Unemployed,11250,2119,Pop,161
49,Female,Employed full-time,26550,2447,Classical,172
18,Female,Student,4750,2484,Classical,257
23,Male,Employed full-time,46500,1469,Country,168
23,Female,Employed full-time,56550,38,Classical,217
25,Male,Student,33650,346,Classical,195
28,Male,Unemployed,18250,2788,Rock,188
25,Female,Employed full-time,16250,267,Indie,195
23,Female,Employed full-time,18950,574,Pop,257
18,Male,Employed full-time,29000,19,Rock,209
20,Male,Employed full-time,36300,253,Pop,115
28,Female,Employed full-time,49900,347,Rock,240
46,Male,Employed full-time,97900,1196,Jazz,147
34,Female,Employed full-time,25400,266,Country,202
30,Female,Employed part-time,9500,1102,Pop,194
36,Female,Employed part-time,29650,2474,Pop,228
33,Male,Employed full-time,29800,33,Jazz,201
20,Male,Employed full-time,7500,149,Country,204
37,Female,Employed full-time,28400,857,Country,217
26,Female,Student,7400,12,Rock,123
21,Female,Employed part-time,17150,1405,Pop,186
50,Female,Employed part-time,19100,182,Classical,187
19,Male,Employed full-time,51550,1932,Pop,113
44,Male,Employed full-time,15400,2819,Pop,147
46,Male,Employed full-time,29800,306,Indie,153
38,Male,Employed full-time,12300,599,Classical,96
50,Female,Employed full-time,45250,1965,Pop,253
38,Female,Employed part-time,21850,228,Classical,263
17,Female,Student,8150,2029,Rock,157
40,Female,Student,13200,359,Classical,175
28,Female,Student,28950,428,Classical,229
23,Female,Student,27550,2,Rock,207
21,Female,Employed full-time,18800,4,Pop,141
21,Female,Student,26350,732,Pop,191
27,Male,Student,10400,16,Pop,226
47,Male,Employed full-time,13550,272,Indie,225
38,Male,Unemployed,9300,2744,Classical,136
25,Male,Student,15800,1387,Pop,177
32,Male,Student,10900,345,Pop,166
42,Male,Employed full-time,22700,1153,Jazz,228
41,Male,Employed full-time,50150,408,Pop,207
28,Male,Employed full-time,118550,352,Pop,237
19,Female,Employed full-time,36500,1191,Rock,272
41,Female,Employed part-time,23850,167,Pop,123
23,Female,Student,46700,241,Country,241
38,Female,Employed full-time,11650,11,Pop,111
34,Male,Employed part-time,27650,359,Pop,137
26,Female,Student,13250,231,Rock,150
27,Female,Student,24050,151,Pop,120
64,Female,Employed full-time,198500,1642,Indie,157
26,Female,Employed part-time,49900,223,Rock,222
40,Female,Employed full-time,33800,1656,Pop,135
31,Male,Employed part-time,21800,281,Indie,180
37,Female,Employed full-time,51350,850,Indie,174
23,Male,Employed part-time,7900,610,Rock,156
37,Prefer not to say,Employed part-time,168450,8,Pop,159
20,Female,Student,9850,79,Pop,204
31,Male,Employed full-time,16250,1677,Country,174
24,Male,Student,14150,2903,Pop,246
36,Male,Employed full-time,99900,2890,Rock,123
50,Female,Employed part-time,6850,520,Rock,239
34,Female,Employed full-time,26600,269,Indie,127
49,Male,Employed full-time,6450,905,Indie,240
42,Male,Employed full-time,118550,108,Pop,155
30,Male,Employed full-time,117750,178,Classical,227
42,Female,Employed part-time,23000,1119,Rock,188
21,Female,Student,55600,472,Pop,171
32,Female,Employed full-time,12400,2914,Classical,205
34,Male,Unemployed,99900,2050,Pop,135
27,Female,Unemployed,8900,496,Pop,42
34,Male,Employed full-time,15650,1066,Country,177
47,Male,Employed full-time,163650,1337,Pop,210
50,Male,Employed full-time,25450,1515,Pop,204
30,Female,Unemployed,6250,2878,Pop,172
19,Female,Student,24750,9,Pop,224
34,Male,Employed full-time,20200,327,Classical,186
41,Female,Employed full-time,2150,2488,Classical,151
48,Female,Employed full-time,5000,112,Pop,78
44,Female,Employed part-time,9850,2305,Jazz,160
38,Male,Employed full-time,32900,2101,Pop,196
25,Female,Employed full-time,28250,809,Pop,203
29,Female,Employed full-time,24700,178,Country,218
44,Female,Employed full-time,26600,2310,Pop,289
30,Male,Employed full-time,21950,1911,Pop,108
21,Female,Employed full-time,14250,170,Classical,198
39,Female,Employed full-time,15700,747,Pop,172
29,Female,Unemployed,5650,681,Pop,211
16,Female,Student,19350,1872,Pop,209
49,Female,Employed full-time,40000,226,Pop,125
44,Female,Employed full-time,12150,2596,Pop,144
21,Male,Employed full-time,42000,127,Pop,194
50,Female,Employed full-time,8000,1811,Indie,173
20,Male,Student,3200,1814,Indie,194
26,Prefer not to say,Student,8000,216,Pop,181
33,Male,Employed full-time,18750,85,Country,180
37,Male,Employed full-time,103100,1994,Pop,148
17,Female,Student,5050,1800,Country,175
33,Male,Employed full-time,27300,406,Pop,242
30,Female,Unemployed,6250,63,Country,226
35,Female,Employed full-time,12200,2043,Country,240
62,Male,Employed full-time,181300,2234,Classical,204
17,Male,Unemployed,1650,266,Pop,125
36,Male,Employed full-time,5500,791,Indie,86
16,Male,Student,3550,289,Pop,317
47,Male,Employed full-time,179100,1546,Jazz,186
35,Female,Employed full-time,800,2173,Classical,186
39,Male,Employed full-time,17100,2007,Pop,206
18,Female,Employed full-time,19550,345,Pop,158
41,Female,Employed full-time,6400,1798,Country,152
43,Male,Employed full-time,9300,1357,Pop,242
19,Male,Employed full-time,27750,448,Country,140
39,Male,Employed full-time,112600,2819,Jazz,216
40,Male,Employed full-time,36000,315,Classical,188
19,Female,Employed full-time,45350,137,Rock,184
34,Female,Unemployed,5700,4,Rock,74
45,Male,Employed full-time,2050,1805,Classical,211
18,Female,Unemployed,41600,1218,Country,158
29,Female,Employed full-time,43950,273,Classical,146
24,Male,Student,26100,185,Classical,198
17,Female,Student,13400,222,Indie,210
43,Female,Employed full-time,190000,1629,Pop,108
30,Male,Employed part-time,6850,138,Rock,255
40,Female,Employed full-time,12450,2926,Classical,244
29,Male,Employed full-time,16450,221,Rock,144
49,Male,Employed full-time,900,632,Rock,122
27,Male,Employed full-time,17550,2553,Pop,188
44,Male,Employed full-time,56200,175,Classical,258
50,Male,Employed full-time,17350,1360,Pop,171
36,Female,Employed full-time,24200,1674,Pop,129
42,Female,Employed full-time,28800,137,Jazz,107
37,Male,Employed full-time,44650,232,Pop,201
17,Male,Student,28250,163,Rock,161
21,Female,Student,20100,1884,Indie,166
16,Female,Student,28250,1772,Pop,236
21,Male,Student,5900,2040,Country,133
20,Male,Employed full-time,32800,1093,Classical,200
36,Female,Employed full-time,46700,2916,Classical,221
30,Male,Employed full-time,27550,2653,Pop,209
37,Female,Unemployed,35100,2913,Country,266
19,Male,Employed part-time,18950,150,Pop,165
22,Female,Employed full-time,54500,1843,Pop,174
39,Male,Employed full-time,100950,98,Rock,151
26,Male,Employed full-time,11100,2361,Classical,200
24,Female,Employed full-time,13450,41,Classical,182
44,Male,Employed part-time,28900,1322,Classical,200
34,Male,Employed full-time,8000,266,Rock,179
24,Male,Employed full-time,7200,1070,Country,185
39,Male,Employed full-time,16800,824,Pop,183
46,Male,Employed full-time,190550,333,Pop,138
45,Male,Employed full-time,114100,2019,Rock,166
46,Female,Employed full-time,42500,1980,Pop,74
45,Female,Employed full-time,16450,44,Pop,185
49,Female,Employed full-time,3250,1316,Indie,241
43,Male,Employed full-time,8650,1040,Pop,246
29,Male,Unemployed,9450,89,Pop,192
50,Male,Employed full-time,21050,1844,Pop,223
33,Male,Employed full-time,40950,174,Rock,136
44,Female,Employed full-time,34500,1893,Pop,150
46,Female,Employed full-time,17600,446,Country,74
49,Male,Employed full-time,14800,1237,Classical,192
49,Female,Employed full-time,35400,1763,Jazz,206
48,Female,Employed full-time,39550,1165,Pop,167
20,Female,Student,10550,15,Indie,135
35,Female,Employed full-time,58900,1179,Rock,73
21,Male,Student,17200,445,Pop,168
24,Female,Employed full-time,9850,13,Classical,220
46,Male,Employed full-time,45650,46,Pop,149
23,Male,Employed full-time,28950,2951,Pop,189
33,Male,Unemployed,18950,709,Hip Hop,244
33,Female,Employed full-time,5600,1,Rock,177
35,Male,Employed full-time,11750,413,Hip Hop,237
35,Male,Employed full-time,99000,2546,Pop,185
20,Female,Employed part-time,25650,50,Rock,240
25,Female,Employed part-time,2900,11,Classical,164
46,Female,Employed full-time,57450,2182,Pop,168
47,Female,Student,12150,2283,Pop,119
36,Female,Employed full-time,17150,319,Rock,134
21,Male,Employed full-time,6100,327,Rock,179
38,Male,Employed full-time,6250,71,Classical,200
40,Male,Employed full-time,4750,1682,Jazz,140
38,Male,Employed full-time,8300,659,Pop,159
35,Female,Unemployed,28650,232,Classical,171
21,Male,Employed full-time,109450,1370,Pop,218
24,Female,Student,18600,99,Indie,201
19,Male,Employed full-time,108950,702,Classical,244
35,Female,Employed full-time,7650,206,Pop,201
36,Male,Employed full-time,110250,1760,Rock,238
43,Male,Employed full-time,19350,303,Pop,238
33,Male,Employed full-time,24650,290,Hip Hop,169
41,Male,Employed full-time,41250,348,Pop,180
33,Male,Employed full-time,27950,1000,Rock,223
29,Female,Unemployed,6150,2648,Pop,89
38,Male,Employed full-time,4950,20,Rock,149
21,Male,Employed full-time,750,450,Pop,243
19,Male,Employed full-time,21850,1664,Country,178
31,Female,Employed full-time,47950,301,Classical,246
48,Female,Employed full-time,24400,264,Pop,206
47,Female,Employed full-time,26100,1514,Pop,81
18,Male,Employed full-time,58650,1528,Pop,211
21,Male,Employed full-time,14600,1845,Country,188
43,Male,Employed full-time,8200,126,Country,147
38,Male,Employed full-time,16800,2019,Jazz,244
46,Male,Employed full-time,43900,1689,Indie,183
24,Male,Student,15000,1426,Pop,145
47,Male,Employed full-time,28550,193,Pop,153
45,Female,Employed full-time,33500,518,Pop,177
30,Female,Unemployed,16200,13,Jazz,179
33,Female,Employed full-time,58550,2257,Rock,123
29,Male,Employed full-time,20450,2850,Jazz,178
42,Male,Employed full-time,15450,2522,Pop,248
16,Female,Student,20850,1490,Pop,131
45,Male,Employed full-time,10750,2069,Classical,230
26,Female,Student,26600,30,Rock,203
27,Male,Employed full-time,700,2095,Country,181
43,Female,Employed full-time,170650,2981,Indie,240
20,Male,Employed full-time,24050,351,Country,95
16,Female,Unemployed,26250,281,Pop,214
16,Male,Student,3050,38,Indie,169
18,Male,Employed full-time,35650,392,Pop,83
37,Female,Employed full-time,1100,1943,Classical,174
61,Male,Employed full-time,101700,151,Classical,135
49,Female,Employed full-time,13600,910,Indie,181
48,Female,Employed full-time,16050,538,Classical,135
50,Female,Employed full-time,46050,602,Pop,195
44,Female,Employed part-time,7400,2312,Classical,174
22,Male,Employed full-time,10900,299,Pop,140
58,Male,Employed full-time,32950,2539,Pop,194
16,Male,Student,16150,363,Country,191
32,Female,Employed full-time,16500,60,Indie,121
21,Female,Student,13750,827,Pop,147
32,Male,Employed full-time,103500,2771,Rock,229
29,Female,Student,3700,343,Pop,159
38,Female,Unemployed,5550,1967,Rock,215
28,Female,Student,4050,176,Indie,116
16,Female,Student,21450,2484,Pop,148
46,Female,Employed part-time,48300,2079,Classical,229
23,Male,Employed full-time,25150,72,Pop,228
38,Female,Employed part-time,25100,807,Pop,262
32,Male,Employed full-time,21750,731,Classical,163
29,Female,Employed full-time,6850,1894,Rock,61
16,Male,Student,25350,2748,Classical,233
20,Male,Student,3350,62,Pop,165
31,Male,Employed full-time,36600,155,Rock,234
38,Male,Employed full-time,59450,761,Classical,201
18,Male,Unemployed,11350,1063,Classical,166
50,Male,Employed full-time,16200,1557,Indie,195
33,Male,Employed full-time,13850,249,Classical,171
27,Female,Employed part-time,45950,101,Pop,122
32,Male,Employed full-time,115750,2307,Country,253
19,Female,Student,7500,234,Pop,174
43,Female,Employed full-time,2700,133,Pop,195
46,Female,Employed full-time,49750,2862,Pop,269
45,Male,Employed full-time,3100,2990,Rock,144
48,Female,Employed full-time,1750,108,Pop,203
45,Male,Employed full-time,5700,2833,Pop,179
32,Male,Employed full-time,16100,1505,Rock,191
35,Male,Employed full-time,3350,2089,Pop,183
30,Female,Employed part-time,58100,278,Pop,174
20,Male,Student,135650,193,Rock,178
18,Male,Employed part-time,29650,290,Classical,162
22,Female,Employed part-time,27300,916,Indie,206
28,Female,Unemployed,9950,7,Pop,144
33,Male,Employed full-time,2400,2731,Indie,290
26,Male,Employed full-time,108600,2535,Rock,259
37,Female,Employed part-time,23950,4,Pop,179
16,Male,Student,10400,192,Rock,186
41,Male,Employed full-time,21950,2682,Country,120
22,Female,Employed full-time,1850,7,Pop,110
28,Male,Student,31150,2887,Classical,191
38,Male,Employed full-time,50750,314,Rock,121
24,Male,Employed full-time,1150,1951,Pop,99
43,Female,Employed full-time,10250,104,Country,192
42,Female,Employed full-time,29100,14,Rock,141
50,Male,Employed full-time,56300,210,Pop,144
48,Female,Employed part-time,25950,2106,Pop,198
24,Male,Student,3300,13,Pop,177
49,Female,Employed full-time,21600,2117,Pop,200
23,Female,Unemployed,52450,51,Pop,177
29,Female,Employed full-time,22700,239,Pop,268
17,Male,Student,11150,324,Pop,156
24,Female,Student,10900,1617,Pop,218
53,Male,Employed full-time,7800,2118,Pop,136
16,Female,Student,13450,1382,Pop,269
23,Male,Student,3700,682,Country,132
18,Male,Student,8850,439,Classical,143
27,Female,Employed full-time,14250,1144,Country,193
49,Female,Employed full-time,24150,2619,Jazz,169
47,Male,Employed full-time,47000,412,Pop,243
23,Female,Employed full-time,54900,2869,Classical,144
30,Male,Employed full-time,34150,1467,Country,190
23,Female,Employed full-time,98000,647,Pop,108
38,Female,Employed full-time,119550,1732,Pop,257
50,Male,Employed part-time,48850,2811,Pop,173
28,Female,Student,20350,2506,Rock,222
42,Male,Employed full-time,11650,501,Pop,218
42,Male,Employed full-time,14500,1542,Pop,158
32,Female,Employed full-time,18500,212,Country,159
31,Female,Employed part-time,12550,946,Rock,171
19,Female,Employed part-time,3400,223,Jazz,273
41,Female,Employed full-time,42850,268,Pop,183
32,Male,Employed full-time,36700,1529,Classical,262
18,Female,Employed full-time,24450,59,Pop,142
16,Female,Student,17700,331,Pop,188
33,Male,Employed full-time,113400,2131,Indie,225
28,Male,Student,21300,14,Classical,206
22,Male,Employed full-time,20400,2,Country,163
40,Male,Unemployed,28350,139,Pop,91
50,Female,Employed full-time,27700,1038,Pop,148
30,Male,Student,9800,1492,Rock,134
22,Male,Employed full-time,26800,589,Classical,200
31,Female,Employed full-time,11400,187,Rock,77
35,Female,Employed full-time,18250,3,Pop,238
21,Female,Student,1650,1576,Rock,169
19,Male,Employed full-time,93300,2468,Pop,147
47,Male,Employed full-time,53250,2112,Indie,169
31,Male,Unemployed,45950,1053,Pop,188
40,Female,Unemployed,16900,2518,Rock,163
33,Female,Employed full-time,50350,336,Classical,157
29,Male,Student,17350,12,Hip Hop,198
16,Prefer not to say,Student,24550,2597,Jazz,149
21,Male,Student,20150,929,Rock,175
25,Male,Employed full-time,15900,2785,Pop,191
22,Male,Employed full-time,17500,316,Pop,242
38,Male,Employed full-time,10250,1833,Classical,226
21,Female,Employed full-time,32800,2297,Pop,211
49,Female,Employed full-time,53200,313,Pop,203
25,Male,Unemployed,2450,1909,Classical,181
38,Male,Employed full-time,12600,167,Pop,146
22,Female,Student,900,34,Rock,187
31,Female,Unemployed,20150,2856,Pop,197
31,Female,Unemployed,7600,2827,Classical,134
50,Female,Unemployed,43750,53,Country,144
33,Male,Employed full-time,15150,49,Rock,107
17,Male,Student,8400,23,Pop,204
41,Female,Employed part-time,5650,864,Indie,187
44,Female,Employed full-time,15750,980,Country,189
47,Male,Employed full-time,92850,1243,Pop,216
32,Male,Employed full-time,116500,2264,Country,205
35,Female,Employed full-time,36450,306,Rock,192
30,Female,Employed part-time,26450,250,Pop,201
20,Female,Student,1050,1823,Jazz,152
40,Female,Student,50,177,Pop,146
45,Female,Employed full-time,21500,772,Pop,119
24,Female,Employed full-time,46100,507,Pop,116
33,Female,Employed part-time,750,325,Rock,204
22,Female,Employed full-time,51700,2883,Country,249
43,Male,Employed full-time,20200,689,Classical,103
41,Male,Employed full-time,11550,1142,Classical,235
19,Male,Employed part-time,43750,1991,Indie,188
27,Female,Student,22800,45,Pop,204
19,Female,Student,1050,1480,Pop,131
26,Female,Student,4000,2979,Pop,158
23,Male,Student,5550,2,Pop,146
39,Female,Employed full-time,42050,2093,Pop,234
32,Female,Employed full-time,99500,2450,Classical,222
30,Female,Employed full-time,21200,2811,Pop,232
19,Female,Student,11700,13,Rock,168
46,Female,Employed full-time,28850,305,Pop,168
17,Female,Student,10050,325,Pop,135
44,Female,Employed part-time,18850,1295,Country,132
23,Female,Employed full-time,18650,1289,Classical,160
30,Male,Employed full-time,23500,1849,Pop,236
49,Female,Employed full-time,2200,11,Pop,237
41,Female,Employed part-time,50700,333,Pop,225
50,Male,Employed full-time,111200,97,Pop,204
48,Male,Employed full-time,15700,74,Indie,111
40,Male,Employed full-time,41850,771,Pop,130
26,Female,Unemployed,3200,349,Rock,182
19,Male,Student,33800,258,Pop,93
40,Female,Employed part-time,33150,1747,Pop,263
22,Female,Employed full-time,35600,2739,Pop,184
22,Female,Employed full-time,3450,196,Pop,205
45,Female,Employed full-time,10200,2920,Pop,59
45,Female,Employed full-time,45150,2552,Indie,215
18,Other,Employed part-time,16600,2046,Pop,186
41,Male,Employed full-time,27000,100,Country,245
33,Male,Employed full-time,110100,2377,Rock,300
25,Male,Student,50,2898,Classical,170
19,Male,Employed full-time,117350,705,Classical,133
60,Male,Employed full-time,9550,1371,Pop,161
25,Female,Employed full-time,33850,53,Pop,265
43,Female,Employed full-time,98000,439,Pop,213
51,Male,Employed full-time,14500,1200,Country,68
16,Female,Student,27500,174,Indie,150
38,Male,Employed full-time,29950,2526,Rock,180
19,Male,Employed full-time,169700,716,Classical,122
17,Male,Student,16450,727,Pop,320
26,Female,Student,15900,262,Pop,172
17,Other,Student,2750,117,Pop,96
16,Female,Student,10050,2563,Country,205
28,Male,Student,55200,493,Pop,177
37,Male,Employed full-time,45400,862,Pop,171
30,Male,Employed full-time,12100,2814,Rock,169
26,Female,Student,6250,57,Pop,222
35,Female,Unemployed,5650,2020,Pop,145
41,Female,Employed full-time,49550,2385,Country,119
54,Female,Employed full-time,44500,1241,Pop,127
37,Female,Employed full-time,29200,1756,Rock,172
22,Female,Unemployed,15150,616,Pop,203
48,Male,Employed full-time,24200,2223,Pop,238
33,Female,Employed full-time,31000,146,Rock,163
31,Female,Employed part-time,21450,121,Country,100
48,Female,Unemployed,8050,1479,Rock,206
42,Female,Unemployed,10250,1193,Pop,196
49,Female,Employed part-time,43400,2996,Pop,178
61,Male,Employed full-time,26650,113,Pop,188
42,Female,Employed part-time,36050,779,Pop,244
44,Female,Employed full-time,99400,229,Classical,190
16,Male,Student,2400,2726,Pop,152
45,Male,Employed full-time,39600,2594,Pop,102
33,Male,Student,3600,2325,Rock,170
17,Female,Student,13000,2174,Pop,219
16,Male,Student,49550,1078,Classical,34
42,Female,Employed full-time,16800,309,Pop,161
43,Female,Employed full-time,46900,1087,Rock,259
19,Male,Student,118700,627,Rock,108
16,Female,Student,7550,55,Country,181
42,Female,Employed full-time,9450,1965,Pop,107
20,Female,Unemployed,11950,7,Pop,207
35,Male,Employed full-time,25600,1295,Country,224
50,Male,Employed full-time,199200,2000,Country,171
36,Female,Employed part-time,29300,1492,Pop,211
45,Female,Employed full-time,35100,324,Pop,288
30,Male,Unemployed,17200,318,Rock,148
45,Female,Employed full-time,13750,6,Pop,218
21,Male,Student,5350,624,Pop,73
19,Male,Employed full-time,25550,1788,Rock,235
28,Female,Student,31550,306,Pop,186
43,Female,Employed full-time,32800,2607,Jazz,189
37,Female,Employed full-time,3300,2195,Pop,180
47,Male,Employed full-time,21100,2958,Pop,240
42,Male,Employed full-time,27600,361,Jazz,174
35,Male,Employed full-time,3150,1416,Hip Hop,176
47,Female,Employed full-time,43850,823,Rock,125
47,Female,Employed full-time,3950,695,Pop,99
64,Male,Employed full-time,56000,1435,Pop,81
49,Male,Employed full-time,59550,256,Classical,150
24,Female,Student,26750,2,Jazz,202
30,Female,Employed full-time,46700,2901,Rock,131
50,Female,Employed full-time,11300,40,Pop,175
23,Male,Employed part-time,5900,854,Jazz,249
47,Male,Employed full-time,122700,2663,Classical,173
46,Female,Employed part-time,550,2365,Jazz,224
22,Male,Student,4500,129,Country,253
23,Female,Employed full-time,15850,2343,Classical,215
19,Male,Student,19200,2515,Pop,143
22,Female,Employed full-time,50200,2418,Indie,194
23,Female,Student,29750,319,Pop,193
22,Female,Student,25800,84,Classical,158
47,Female,Employed full-time,102800,1245,Country,166
39,Male,Employed full-time,26250,55,Rock,72
39,Female,Employed full-time,31700,1079,Country,198
34,Male,Employed full-time,116600,1119,Rock,252
32,Male,Employed full-time,102450,2080,Pop,161
38,Female,Employed full-time,5650,848,Country,126
31,Male,Employed part-time,53500,2970,Pop,158
36,Male,Employed full-time,35450,2411,Classical,224
22,Male,Student,23700,2535,Classical,82
37,Female,Employed full-time,37550,2080,Classical,154
40,Male,Employed full-time,56450,85,Pop,105
47,Male,Employed full-time,53600,1015,Pop,238
61,Male,Employed full-time,165150,1692,Pop,232
32,Female,Employed full-time,4800,1765,Classical,209
48,Male,Employed full-time,24750,2864,Pop,157
39,Female,Employed full-time,55950,2106,Country,163
28,Female,Employed full-time,10850,1797,Indie,221
44,Male,Employed full-time,95700,1659,Pop,189
60,Female,Student,6600,162,Pop,163
33,Female,Employed full-time,11450,2466,Pop,216
28,Male,Employed full-time,33700,106,Rock,159
41,Male,Employed full-time,41450,1272,Classical,193
21,Male,Student,6850,1076,Rock,172
22,Female,Employed part-time,3650,327,Pop,173
29,Female,Student,4150,890,Pop,162
34,Male,Employed full-time,97350,271,Pop,173
23,Female,Student,9150,9,Pop,203
35,Female,Employed full-time,58950,2359,Pop,137
34,Male,Employed full-time,3850,1349,Classical,233
45,Male,Employed full-time,26700,160,Pop,179
37,Female,Employed part-time,20600,1248,Jazz,179
29,Female,Employed part-time,6550,2566,Rock,190
29,Male,Student,22400,46,Pop,122
26,Male,Unemployed,29450,325,Classical,192
28,Female,Unemployed,38250,491,Country,142
25,Female,Student,26550,554,Country,204
45,Male,Employed full-time,28700,2865,Pop,197
38,Female,Employed part-time,24300,2114,Pop,218
16,Male,Student,5750,230,Pop,178
21,Male,Student,58750,2092,Pop,242
34,Male,Employed full-time,8000,2817,Country,149
37,Male,Employed part-time,14950,291,Classical,201
17,Prefer not to say,Student,15700,23,Rock,120
35,Female,Employed part-time,117650,2075,Country,149
31,Male,Employed full-time,154600,2555,Country,236
31,Female,Employed full-time,187900,365,Rock,217
46,Male,Employed full-time,107900,2495,Pop,222
26,Male,Employed full-time,97150,2384,Classical,142
42,Female,Employed full-time,20650,693,Pop,100
38,Female,Employed full-time,26900,1445,Rock,146
47,Male,Employed full-time,37050,1818,Rock,185
33,Female,Employed full-time,21900,1637,Pop,93
16,Male,Student,19550,416,Pop,245
40,Male,Employed full-time,158300,866,Country,91
33,Male,Employed full-time,23300,224,Pop,185
30,Male,Employed full-time,5500,319,Pop,87
17,Male,Student,22650,2114,Classical,189
18,Male,Student,125850,90,Pop,119
40,Male,Employed full-time,8150,168,Rock,162
35,Male,Employed full-time,133950,2999,Pop,233
53,Male,Employed full-time,51750,2646,Rock,223
36,Male,Employed full-time,26250,21,Pop,128
43,Male,Employed full-time,126100,245,Pop,182
43,Male,Employed full-time,20150,397,Rock,211
17,Female,Student,21950,162,Pop,181
41,Female,Employed full-time,11150,1398,Country,123
18,Male,Employed full-time,46850,354,Pop,94
50,Female,Employed full-time,11350,331,Classical,120
41,Female,Employed full-time,99900,294,Pop,166
16,Female,Student,15900,324,Rock,233
47,Male,Employed full-time,104200,520,Indie,196
37,Male,Employed full-time,10750,466,Classical,199
38,Female,Employed full-time,8450,543,Pop,163
16,Male,Student,16250,2372,Classical,173
31,Male,Employed full-time,14250,663,Pop,259
40,Male,Employed full-time,24150,1761,Rock,216
26,Male,Student,25700,1609,Pop,173
39,Female,Employed full-time,38850,1050,Indie,153
25,Female,Student,22600,258,Pop,197
34,Female,Employed part-time,111100,320,Pop,202
24,Female,Employed full-time,44050,1295,Pop,168
26,Female,Student,95900,1655,Hip Hop,222
39,Female,Unemployed,16750,2215,Country,149
26,Male,Student,19550,1169,Pop,190
39,Female,Employed full-time,26650,29,Rock,193
49,Female,Employed part-time,17600,8,Pop,189
28,Female,Student,15450,681,Country,211
65,Male,Employed full-time,19200,895,Rock,160
26,Female,Employed full-time,16800,19,Pop,139
16,Male,Student,28450,1029,Jazz,213
39,Male,Employed full-time,48550,985,Jazz,193
30,Female,Employed full-time,103900,1997,Pop,211
26,Female,Student,40050,2389,Indie,255
31,Female,Employed part-time,54800,950,Pop,175
20,Female,Student,15550,2575,Pop,221
38,Female,Employed full-time,29900,196,Pop,160
22,Female,Student,22250,508,Hip Hop,142
39,Male,Employed full-time,7400,1057,Classical,153
49,Male,Employed full-time,750,678,Rock,216
34,Male,Employed full-time,16150,27,Pop,143
20,Female,Employed full-time,20200,852,Pop,202
34,Prefer not to say,Employed full-time,27800,5,Rock,166
34,Female,Employed full-time,35750,1209,Classical,193
24,Female,Student,10450,28,Pop,182
32,Male,Employed full-time,20600,2938,Pop,149
34,Female,Student,19600,760,Pop,180
18,Male,Student,22450,2401,Pop,172
45,Female,Employed full-time,4400,1929,Country,153
41,Female,Employed full-time,28950,2634,Hip Hop,237
34,Male,Employed full-time,2500,2928,Classical,129
38,Female,Employed part-time,12150,8,Pop,125
48,Male,Employed full-time,37600,887,Jazz,176
29,Male,Employed full-time,14550,332,Pop,164
49,Female,Employed full-time,34800,1368,Indie,145
39,Female,Employed full-time,17700,1491,Pop,69
40,Female,Employed part-time,18350,2875,Pop,210
39,Female,Employed full-time,56000,1670,Country,155
36,Male,Employed full-time,102700,38,Rock,164
21,Female,Employed full-time,11650,2654,Pop,189
18,Female,Student,6400,1701,Rock,160
23,Female,Unemployed,22400,11,Rock,213
27,Male,Employed part-time,14700,2102,Pop,183
57,Female,Employed full-time,112600,2890,Rock,215
32,Male,Employed full-time,112700,688,Rock,140
38,Male,Employed full-time,48850,1806,Classical,149
45,Female,Employed full-time,28100,1085,Rock,149
39,Female,Employed part-time,108200,7,Classical,242
46,Female,Employed full-time,1750,2304,Pop,187
59,Female,Employed full-time,7450,31,Classical,170
20,Male,Employed full-time,59700,64,Jazz,118
32,Female,Employed part-time,24050,2715,Classical,162
42,Male,Employed full-time,1950,134,Country,248
31,Female,Unemployed,9250,1491,Rock,203
47,Female,Employed full-time,6200,1074,Pop,247
35,Female,Employed part-time,9250,1907,Jazz,200
32,Male,Employed full-time,136300,806,Pop,167
34,Female,Employed part-time,112800,270,Classical,136
17,Male,Unemployed,29300,1,Classical,186
45,Male,Employed full-time,24350,2430,Country,188
24,Female,Employed full-time,56850,321,Pop,180
49,Male,Employed full-time,53450,1875,Pop,171
32,Female,Employed full-time,47750,2505,Pop,128
42,Female,Employed full-time,15950,238,Rock,221
37,Female,Student,15050,11,Rock,193
18,Male,Student,26100,90,Indie,176
34,Male,Employed full-time,9700,884,Jazz,233
16,Female,Student,29100,261,Pop,163
39,Male,Unemployed,11000,1287,Pop,85
37,Male,Employed full-time,101950,1102,Rock,134
16,Female,Student,26050,206,Pop,248
